Name,MapDate,DSCI
Colorado,20240903,53
Colorado,20240910,57
Colorado,20240917,65
Colorado,20240924,66
Colorado,20241001,81
Colorado,20241008,116
Colorado,20241015,125
Colorado,20241022,99
Colorado,20241029,108
Colorado,20241105,104
Colorado,20241112,58
Colorado,20241119,57
Colorado,20241126,57
Colorado,20241203,38
Colorado,20241210,37
Colorado,20241217,38
Colorado,20241224,48
Colorado,20241231,40
Idaho,20210727,363
Idaho,20210803,367
Idaho,20210810,367
Idaho,20210817,368
Idaho,20210824,366
Idaho,20210831,374
Idaho,20210907,374
Idaho,20210914,380
Idaho,20210921,377
Idaho,20210928,378
Idaho,20211005,377
Idaho,20211012,377
Idaho,20211019,376
Idaho,20211026,360
Idaho,20211102,332
Idaho,20211109,332
Idaho,20211116,323
Idaho,20211123,320
Idaho,20211130,320
Idaho,20211207,314
Idaho,20211214,305
Idaho,20211221,298
Idaho,20211228,263
Idaho,20220104,233
Idaho,20220111,225
Idaho,20220118,222
Idaho,20220125,222
Idaho,20220201,221
Idaho,20220208,221
Idaho,20220215,221
Idaho,20220222,216
Idaho,20220301,216
Idaho,20220308,209
Idaho,20220315,211
Idaho,20220322,216
Idaho,20220329,216
Idaho,20220405,247
Idaho,20220412,247
Idaho,20220419,249
Idaho,20220426,238
Idaho,20220503,241
Idaho,20220510,228
Idaho,20220517,228
Idaho,20220524,203
Idaho,20220531,198
Idaho,20220607,196
Idaho,20220614,140
Idaho,20220621,140
Idaho,20220628,133
Idaho,20220705,133
Idaho,20220712,133
Idaho,20220719,133
Idaho,20220726,134
Idaho,20220802,134
Idaho,20220809,133
Idaho,20220816,139
Idaho,20220823,154
Idaho,20220830,155
Idaho,20220906,155
Idaho,20220913,192
Idaho,20220920,209
Idaho,20220927,209
Idaho,20221004,205
Idaho,20221011,206
Idaho,20221018,221
Idaho,20221025,221
Idaho,20221101,221
Idaho,20221108,210
Idaho,20221115,206
Idaho,20221122,205
Idaho,20221129,205
Idaho,20221206,203
Idaho,20221213,191
Idaho,20221220,191
Idaho,20221227,191
Idaho,20230103,191
Idaho,20230110,191
Idaho,20230117,183
Idaho,20230124,178
Idaho,20230131,182
Idaho,20230207,181
Idaho,20230214,181
Idaho,20230221,189
Idaho,20230228,189
Idaho,20230307,186
Idaho,20230314,186
Idaho,20230321,174
Idaho,20230328,126
Idaho,20230404,112
Idaho,20230411,96
Idaho,20230418,95
Idaho,20230425,92
Idaho,20230502,92
Idaho,20230509,92
Idaho,20230516,92
Idaho,20230523,73
Idaho,20230530,73
Idaho,20230606,68
Idaho,20230613,68
Idaho,20230620,68
Idaho,20230627,64
Idaho,20230704,62
Idaho,20230711,64
Idaho,20230718,65
Idaho,20230725,74
Idaho,20230801,75
Idaho,20230808,74
Idaho,20230815,72
Idaho,20230822,63
Idaho,20230829,63
Idaho,20230905,56
Idaho,20230912,54
Idaho,20230919,57
Idaho,20230926,57
Idaho,20231003,57
Idaho,20231010,57
Idaho,20231017,57
Idaho,20231024,57
Idaho,20231031,57
Idaho,20231107,51
Idaho,20231114,48
Idaho,20231121,48
Idaho,20231128,52
Idaho,20231205,51
Idaho,20231212,61
Idaho,20231219,59
Idaho,20231226,65
Idaho,20240102,69
Idaho,20240109,96
Idaho,20240116,96
Idaho,20240123,99
Idaho,20240130,100
Idaho,20240206,89
Idaho,20240213,93
Idaho,20240220,96
Idaho,20240227,96
Idaho,20240305,85
Idaho,20240312,83
Idaho,20240319,81
Idaho,20240326,81
Idaho,20240402,81
Idaho,20240409,66
Idaho,20240416,59
Idaho,20240423,59
Idaho,20240430,59
Idaho,20240507,59
Idaho,20240514,58
Idaho,20240521,58
Idaho,20240528,58
Idaho,20240604,55
Idaho,20240611,55
Idaho,20240618,55
Idaho,20240625,74
Idaho,20240702,86
Idaho,20240709,104
Idaho,20240716,120
Idaho,20240723,119
Idaho,20240730,119
Idaho,20240806,136
Idaho,20240813,144
Idaho,20240820,144
Idaho,20240827,144
Idaho,20240903,149
Idaho,20240910,166
Idaho,20240917,164
Idaho,20240924,164
Idaho,20241001,164
Idaho,20241008,172
Idaho,20241015,173
Idaho,20241022,173
Idaho,20241029,170
Idaho,20241105,170
Idaho,20241112,169
Idaho,20241119,157
Idaho,20241126,141
Idaho,20241203,141
Idaho,20241210,138
Idaho,20241217,138
Idaho,20241224,138
Idaho,20241231,135
New Mexico,20210727,287
New Mexico,20210803,274
New Mexico,20210810,269
New Mexico,20210817,254
New Mexico,20210824,240
New Mexico,20210831,234
New Mexico,20210907,229
New Mexico,20210914,233
New Mexico,20210921,237
New Mexico,20210928,237
New Mexico,20211005,230
New Mexico,20211012,231
New Mexico,20211019,233
New Mexico,20211026,239
New Mexico,20211102,241
New Mexico,20211109,243
New Mexico,20211116,245
New Mexico,20211123,259
New Mexico,20211130,283
New Mexico,20211207,286
New Mexico,20211214,286
New Mexico,20211221,291
New Mexico,20211228,294
New Mexico,20220104,295
New Mexico,20220111,294
New Mexico,20220118,294
New Mexico,20220125,307
New Mexico,20220201,308
New Mexico,20220208,308
New Mexico,20220215,308
New Mexico,20220222,312
New Mexico,20220301,314
New Mexico,20220308,322
New Mexico,20220315,333
New Mexico,20220322,335
New Mexico,20220329,339
New Mexico,20220405,344
New Mexico,20220412,351
New Mexico,20220419,363
New Mexico,20220426,378
New Mexico,20220503,398
New Mexico,20220510,398
New Mexico,20220517,418
New Mexico,20220524,432
New Mexico,20220531,432
New Mexico,20220607,434
New Mexico,20220614,440
New Mexico,20220621,440
New Mexico,20220628,364
New Mexico,20220705,362
New Mexico,20220712,328
New Mexico,20220719,327
New Mexico,20220726,318
New Mexico,20220802,305
New Mexico,20220809,290
New Mexico,20220816,282
New Mexico,20220823,264
New Mexico,20220830,256
New Mexico,20220906,254
New Mexico,20220913,237
New Mexico,20220920,226
New Mexico,20220927,214
New Mexico,20221004,213
New Mexico,20221011,182
New Mexico,20221018,174
New Mexico,20221025,170
New Mexico,20221101,161
New Mexico,20221108,161
New Mexico,20221115,161
New Mexico,20221122,161
New Mexico,20221129,158
New Mexico,20221206,157
New Mexico,20221213,157
New Mexico,20221220,157
New Mexico,20221227,157
New Mexico,20230103,157
New Mexico,20230110,155
New Mexico,20230117,153
New Mexico,20230124,152
New Mexico,20230131,152
New Mexico,20230207,152
New Mexico,20230214,148
New Mexico,20230221,145
New Mexico,20230228,139
New Mexico,20230307,128
New Mexico,20230314,128
New Mexico,20230321,118
New Mexico,20230328,117
New Mexico,20230404,105
New Mexico,20230411,105
New Mexico,20230418,106
New Mexico,20230425,106
New Mexico,20230502,107
New Mexico,20230509,108
New Mexico,20230516,108
New Mexico,20230523,102
New Mexico,20230530,94
New Mexico,20230606,87
New Mexico,20230613,81
New Mexico,20230620,74
New Mexico,20230627,70
New Mexico,20230704,70
New Mexico,20230711,66
New Mexico,20230718,88
New Mexico,20230725,129
New Mexico,20230801,154
New Mexico,20230808,172
New Mexico,20230815,182
New Mexico,20230822,245
New Mexico,20230829,262
New Mexico,20230905,284
New Mexico,20230912,284
New Mexico,20230919,295
New Mexico,20230926,304
New Mexico,20231003,303
New Mexico,20231010,303
New Mexico,20231017,303
New Mexico,20231024,317
New Mexico,20231031,317
New Mexico,20231107,332
New Mexico,20231114,332
New Mexico,20231121,340
New Mexico,20231128,334
New Mexico,20231205,334
New Mexico,20231212,331
New Mexico,20231219,325
New Mexico,20231226,323
New Mexico,20240102,317
New Mexico,20240109,316
New Mexico,20240116,315
New Mexico,20240123,304
New Mexico,20240130,294
New Mexico,20240206,289
New Mexico,20240213,264
New Mexico,20240220,256
New Mexico,20240227,256
New Mexico,20240305,255
New Mexico,20240312,255
New Mexico,20240319,250
New Mexico,20240326,234
New Mexico,20240402,232
New Mexico,20240409,227
New Mexico,20240416,227
New Mexico,20240423,222
New Mexico,20240430,222
New Mexico,20240507,222
New Mexico,20240514,222
New Mexico,20240521,218
New Mexico,20240528,218
New Mexico,20240604,217
New Mexico,20240611,202
New Mexico,20240618,203
New Mexico,20240625,199
New Mexico,20240702,182
New Mexico,20240709,175
New Mexico,20240716,173
New Mexico,20240723,164
New Mexico,20240730,164
New Mexico,20240806,162
New Mexico,20240813,159
New Mexico,20240820,157
New Mexico,20240827,158
New Mexico,20240903,146
New Mexico,20240910,136
New Mexico,20240917,135
New Mexico,20240924,127
New Mexico,20241001,127
New Mexico,20241008,132
New Mexico,20241015,148
New Mexico,20241022,138
New Mexico,20241029,138
New Mexico,20241105,131
New Mexico,20241112,128
New Mexico,20241119,113
New Mexico,20241126,111
New Mexico,20241203,104
New Mexico,20241210,104
New Mexico,20241217,104
New Mexico,20241224,106
New Mexico,20241231,107
Oregon,20210727,389
Oregon,20210803,394
Oregon,20210810,394
Oregon,20210817,401
Oregon,20210824,401
Oregon,20210831,402
Oregon,20210907,402
Oregon,20210914,403
Oregon,20210921,395
Oregon,20210928,395
Oregon,20211005,395
Oregon,20211012,394
Oregon,20211019,393
Oregon,20211026,393
Oregon,20211102,391
Oregon,20211109,388
Oregon,20211116,380
Oregon,20211123,380
Oregon,20211130,380
Oregon,20211207,377
Oregon,20211214,373
Oregon,20211221,356
Oregon,20211228,343
Oregon,20220104,329
Oregon,20220111,316
Oregon,20220118,316
Oregon,20220125,316
Oregon,20220201,316
Oregon,20220208,317
Oregon,20220215,323
Oregon,20220222,325
Oregon,20220301,325
Oregon,20220308,327
Oregon,20220315,324
Oregon,20220322,322
Oregon,20220329,321
Oregon,20220405,326
Oregon,20220412,328
Oregon,20220419,320
Oregon,20220426,320
Oregon,20220503,309
Oregon,20220510,295
Oregon,20220517,288
Oregon,20220524,279
Oregon,20220531,277
Oregon,20220607,265
Oregon,20220614,242
Oregon,20220621,228
Oregon,20220628,228
Oregon,20220705,228
Oregon,20220712,228
Oregon,20220719,228
Oregon,20220726,228
Oregon,20220802,231
Oregon,20220809,225
Oregon,20220816,225
Oregon,20220823,225
Oregon,20220830,225
Oregon,20220906,225
Oregon,20220913,237
Oregon,20220920,241
Oregon,20220927,252
Oregon,20221004,253
Oregon,20221011,255
Oregon,20221018,265
Oregon,20221025,265
Oregon,20221101,265
Oregon,20221108,229
Oregon,20221115,228
Oregon,20221122,228
Oregon,20221129,228
Oregon,20221206,227
Oregon,20221213,225
Oregon,20221220,225
Oregon,20221227,225
Oregon,20230103,220
Oregon,20230110,219
Oregon,20230117,206
Oregon,20230124,204
Oregon,20230131,204
Oregon,20230207,212
Oregon,20230214,212
Oregon,20230221,224
Oregon,20230228,224
Oregon,20230307,228
Oregon,20230314,222
Oregon,20230321,207
Oregon,20230328,185
Oregon,20230404,174
Oregon,20230411,173
Oregon,20230418,169
Oregon,20230425,161
Oregon,20230502,161
Oregon,20230509,145
Oregon,20230516,141
Oregon,20230523,132
Oregon,20230530,142
Oregon,20230606,136
Oregon,20230613,123
Oregon,20230620,124
Oregon,20230627,135
Oregon,20230704,133
Oregon,20230711,138
Oregon,20230718,137
Oregon,20230725,137
Oregon,20230801,146
Oregon,20230808,147
Oregon,20230815,147
Oregon,20230822,145
Oregon,20230829,150
Oregon,20230905,150
Oregon,20230912,152
Oregon,20230919,163
Oregon,20230926,164
Oregon,20231003,159
Oregon,20231010,158
Oregon,20231017,140
Oregon,20231024,137
Oregon,20231031,137
Oregon,20231107,125
Oregon,20231114,116
Oregon,20231121,116
Oregon,20231128,112
Oregon,20231205,79
Oregon,20231212,75
Oregon,20231219,75
Oregon,20231226,75
Oregon,20240102,75
Oregon,20240109,73
Oregon,20240116,69
Oregon,20240123,63
Oregon,20240130,49
Oregon,20240206,48
Oregon,20240213,47
Oregon,20240220,51
Oregon,20240227,51
Oregon,20240305,46
Oregon,20240312,42
Oregon,20240319,39
Oregon,20240326,39
Oregon,20240402,39
Oregon,20240409,37
Oregon,20240416,33
Oregon,20240423,46
Oregon,20240430,46
Oregon,20240507,46
Oregon,20240514,10
Oregon,20240521,10
Oregon,20240528,12
Oregon,20240604,12
Oregon,20240611,16
Oregon,20240618,16
Oregon,20240625,30
Oregon,20240702,46
Oregon,20240709,115
Oregon,20240716,130
Oregon,20240723,151
Oregon,20240730,151
Oregon,20240806,159
Oregon,20240813,165
Oregon,20240820,171
Oregon,20240827,171
Oregon,20240903,147
Oregon,20240910,154
Oregon,20240917,152
Oregon,20240924,152
Oregon,20241001,152
Oregon,20241008,152
Oregon,20241015,160
Oregon,20241022,160
Oregon,20241029,152
Oregon,20241105,139
Oregon,20241112,139
Oregon,20241119,119
Oregon,20241126,66
Oregon,20241203,49
Oregon,20241210,49
Oregon,20241217,48
Oregon,20241224,48
Oregon,20241231,39
Utah,20210727,451
Utah,20210803,450
Utah,20210810,449
Utah,20210817,449
Utah,20210824,432
Utah,20210831,413
Utah,20210907,409
Utah,20210914,409
Utah,20210921,409
Utah,20210928,408
Utah,20211005,407
Utah,20211012,403
Utah,20211019,399
Utah,20211026,395
Utah,20211102,392
Utah,20211109,388
Utah,20211116,388
Utah,20211123,388
Utah,20211130,388
Utah,20211207,388
Utah,20211214,378
Utah,20211221,379
Utah,20211228,365
Utah,20220104,328
Utah,20220111,326
Utah,20220118,326
Utah,20220125,326
Utah,20220201,326
Utah,20220208,327
Utah,20220215,330
Utah,20220222,330
Utah,20220301,331
Utah,20220308,330
Utah,20220315,330
Utah,20220322,330
Utah,20220329,334
Utah,20220405,336
Utah,20220412,336
Utah,20220419,343
Utah,20220426,343
Utah,20220503,343
Utah,20220510,348
Utah,20220517,355
Utah,20220524,372
Utah,20220531,371
Utah,20220607,388
Utah,20220614,388
Utah,20220621,390
Utah,20220628,390
Utah,20220705,390
Utah,20220712,390
Utah,20220719,391
Utah,20220726,391
Utah,20220802,389
Utah,20220809,383
Utah,20220816,369
Utah,20220823,363
Utah,20220830,361
Utah,20220906,356
Utah,20220913,356
Utah,20220920,356
Utah,20220927,356
Utah,20221004,356
Utah,20221011,350
Utah,20221018,349
Utah,20221025,348
Utah,20221101,347
Utah,20221108,345
Utah,20221115,343
Utah,20221122,343
Utah,20221129,343
Utah,20221206,328
Utah,20221213,322
Utah,20221220,322
Utah,20221227,322
Utah,20230103,312
Utah,20230110,306
Utah,20230117,293
Utah,20230124,288
Utah,20230131,288
Utah,20230207,253
Utah,20230214,253
Utah,20230221,253
Utah,20230228,239
Utah,20230307,226
Utah,20230314,224
Utah,20230321,209
Utah,20230328,177
Utah,20230404,139
Utah,20230411,112
Utah,20230418,99
Utah,20230425,87
Utah,20230502,87
Utah,20230509,82
Utah,20230516,82
Utah,20230523,77
Utah,20230530,77
Utah,20230606,75
Utah,20230613,75
Utah,20230620,58
Utah,20230627,58
Utah,20230704,58
Utah,20230711,44
Utah,20230718,53
Utah,20230725,53
Utah,20230801,66
Utah,20230808,68
Utah,20230815,67
Utah,20230822,53
Utah,20230829,53
Utah,20230905,34
Utah,20230912,34
Utah,20230919,27
Utah,20230926,27
Utah,20231003,33
Utah,20231010,34
Utah,20231017,34
Utah,20231024,34
Utah,20231031,35
Utah,20231107,36
Utah,20231114,36
Utah,20231121,36
Utah,20231128,36
Utah,20231205,36
Utah,20231212,36
Utah,20231219,40
Utah,20231226,40
Utah,20240102,41
Utah,20240109,45
Utah,20240116,43
Utah,20240123,36
Utah,20240130,42
Utah,20240206,41
Utah,20240213,36
Utah,20240220,36
Utah,20240227,36
Utah,20240305,36
Utah,20240312,35
Utah,20240319,33
Utah,20240326,31
Utah,20240402,29
Utah,20240409,29
Utah,20240416,29
Utah,20240423,29
Utah,20240430,26
Utah,20240507,26
Utah,20240514,25
Utah,20240521,25
Utah,20240528,25
Utah,20240604,24
Utah,20240611,25
Utah,20240618,25
Utah,20240625,25
Utah,20240702,26
Utah,20240709,33
Utah,20240716,53
Utah,20240723,59
Utah,20240730,64
Utah,20240806,97
Utah,20240813,97
Utah,20240820,94
Utah,20240827,94
Utah,20240903,95
Utah,20240910,88
Utah,20240917,88
Utah,20240924,88
Utah,20241001,91
Utah,20241008,104
Utah,20241015,123
Utah,20241022,117
Utah,20241029,117
Utah,20241105,118
Utah,20241112,118
Utah,20241119,118
Utah,20241126,118
Utah,20241203,105
Utah,20241210,105
Utah,20241217,104
Utah,20241224,107
Utah,20241231,111
Washington,20210727,307
Washington,20210803,312
Washington,20210810,318
Washington,20210817,321
Washington,20210824,321
Washington,20210831,321
Washington,20210907,321
Washington,20210914,314
Washington,20210921,304
Washington,20210928,304
Washington,20211005,300
Washington,20211012,260
Washington,20211019,260
Washington,20211026,242
Washington,20211102,220
Washington,20211109,203
Washington,20211116,197
Washington,20211123,197
Washington,20211130,197
Washington,20211207,173
Washington,20211214,170
Washington,20211221,162
Washington,20211228,159
Washington,20220104,144
Washington,20220111,140
Washington,20220118,139
Washington,20220125,139
Washington,20220201,139
Washington,20220208,139
Washington,20220215,140
Washington,20220222,140
Washington,20220301,140
Washington,20220308,138
Washington,20220315,138
Washington,20220322,137
Washington,20220329,137
Washington,20220405,146
Washington,20220412,144
Washington,20220419,139
Washington,20220426,139
Washington,20220503,133
Washington,20220510,133
Washington,20220517,127
Washington,20220524,101
Washington,20220531,101
Washington,20220607,68
Washington,20220614,50
Washington,20220621,49
Washington,20220628,45
Washington,20220705,45
Washington,20220712,43
Washington,20220719,43
Washington,20220726,43
Washington,20220802,39
Washington,20220809,29
Washington,20220816,35
Washington,20220823,35
Washington,20220830,35
Washington,20220906,35
Washington,20220913,53
Washington,20220920,87
Washington,20220927,110
